Title,Year,Rating,Votes,Runtime(min),Genres_x,Overview,Director_x,Actors,RT_CriticScore,RT_AudienceScore,Genres_y,Director_y,Runtime_x,RT_Link,Metascore,UserScore,Genres,Director,Runtime_y
five feet apart,2019,8.238,5697.0,116.0,"Romance, Drama","Seventeen-year-old Stella spends most of her time in the hospital as a cystic fibrosis patient. Her life is full of routines, boundaries and self-control — all of which get put to the test when she meets Will, an impossibly charming teen who has the same illness. There's an instant flirtation, though restrictions dictate that they must maintain a safe distance between them. As their connection intensifies, so does the temptation to throw the rules out the window and embrace that attraction.",Justin Baldoni,"Haley Lu Richardson, Cole Sprouse, Moisés Arias, Kimberly Hebert Gregory, Parminder Nagra",,,,,,,,,,,
flamin' hot,2023,7.948,705.0,99.0,"Drama, History","The inspiring true story of Richard Montañez, the Frito Lay janitor who channeled his Mexican American heritage and upbringing to turn the iconic Flamin' Hot Cheetos into a snack that disrupted the food industry and became a global pop culture phenomenon.",Eva Longoria,"Jesse Garcia, Annie Gonzalez, Emilio Rivera, Vanessa Martinez, Dennis Haysbert",,,,,,,,,,,
flee,2021,,,,,,,,,,,,,,91.0,80.0,"Documentary,Animation,Biography,Drama",Jonas Poher Rasmussen,89.0
flipped,2010,8.023,3098.0,89.0,"Romance, Drama","When Juli meets Bryce in the second grade, she knows it's true love. After spending six years trying to convince Bryce the same, she's ready to give up - until he starts to reconsider.",Rob Reiner,"Madeline Carroll, Callan McAuliffe, Rebecca De Mornay, Anthony Edwards, John Mahoney",,,,,,,,,,,
flow,2024,8.218,1800.0,85.0,"Animation, Fantasy, Adventure","A solitary cat, displaced by a great flood, finds refuge on a boat with various species and must navigate the challenges of adapting to a transformed world together.",Gints Zilbalodis,,,,,,,,,,,,
for a few dollars more,1965,8.019,4097.0,132.0,Western,"Two bounty hunters both pursue the brutal and sadistic bandit, El Indio, who has a large bounty on his head.",Sergio Leone,"Clint Eastwood, Lee Van Cleef, Gian Maria Volonté, Luigi Pistilli, Klaus Kinski",,,,,,,,,,,
for sama,2019,,,,,,,,,,,,,,89.0,75.0,"Documentary,Biography,War","Waad Al-Kateab,Edward Watts",100.0
for the bible tells me so,2007,,,,,,,,98.0,90.0,"gay and lesbian, documentary",Daniel G. Karslake,1h 35m,http://www.rottentomatoes.com/m/for_the_bible_tells_me_so,,,,,
force of evil,1949,,,,,,,,,,,,,,89.0,68.0,"Crime,Drama,Film-Noir",Abraham Polonsky,79.0
ford v ferrari,2019,8.004,8235.0,153.0,"Drama, Action, History","American car designer Carroll Shelby and the British-born driver Ken Miles work together to battle corporate interference, the laws of physics, and their own personal demons to build a revolutionary race car for Ford Motor Company and take on the dominating race cars of Enzo Ferrari at the 24 Hours of Le Mans in France in 1966.",James Mangold,"Matt Damon, Christian Bale, Jon Bernthal, Caitríona Balfe, Josh Lucas",,,,,,,,,,,
foreign correspondent,1940,,,,,,,,,,,,,,89.0,73.0,"Action,Drama,Romance,Thriller,War",Alfred Hitchcock,120.0
forgotten,2017,7.9,1159.0,108.0,"Thriller, Mystery, Crime","Seoul, South Korea, 1997. When the young but extremely anxious student Jin-seok, his parents and his successful older brother Yoo-seok move to a new home, mysterious and frightening events begin to happen around them, unexplained events that threaten to ruin their seemingly happy lives. Unable to understand what is happening, Jin-seok wonders if he is losing his mind.",Jang Hang-jun,"Kang Ha-neul, Kim Moo-yul, Moon Sung-keun, Na Young-hee, Nam Myung-ryeol",,,,,,,,,,,
forgotten love,2023,7.863,304.0,140.0,"Drama, Romance",A once-respected surgeon who's lost his family and his memory gets a chance at redemption when he reconnects with someone from his forgotten past.,Michał Gazda,"Leszek Lichota, Maria Kowalska, Ignacy Liss, Anna Szymańczyk, Izabela Kuna",,,,,,,,,,,
forrest gump,1994,8.468,28092.0,142.0,"Comedy, Drama, Romance","A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.",Robert Zemeckis,"Tom Hanks, Robin Wright, Gary Sinise, Sally Field, Mykelti Williamson",,,,,,,,,,,
foxtrot,2017,,,,,,,,,,,,,,88.0,72.0,Drama,Samuel Maoz,108.0
frankenstein,1931,,,,,,,,100.0,87.0,horror,James Whale,1h 11m,http://www.rottentomatoes.com/m/1007818-frankenstein,91.0,77.0,"Drama,Horror,Sci-Fi,Thriller",James Whale,70.0
frankenstein,1931,,,,,,,,100.0,87.0,horror,James Whale,1h 11m,http://www.rottentomatoes.com/m/1007818-frankenstein,91.0,77.0,"Drama,Horror,Sci-Fi,Thriller",James Whale,70.0
frankenstein,1931,,,,,,,,100.0,87.0,horror,James Whale,1h 11m,http://www.rottentomatoes.com/m/1007818-frankenstein,91.0,77.0,"Drama,Horror,Sci-Fi,Thriller",James Whale,70.0
frankenstein,1931,,,,,,,,100.0,87.0,horror,James Whale,1h 11m,http://www.rottentomatoes.com/m/1007818-frankenstein,91.0,77.0,"Drama,Horror,Sci-Fi,Thriller",James Whale,70.0
freedom writers,2007,7.919,2274.0,123.0,"Crime, Drama","A young teacher inspires her class of at-risk students to learn tolerance, apply themselves, and pursue education beyond high school.",Richard LaGravenese,"Hilary Swank, Patrick Dempsey, Scott Glenn, Imelda Staunton, April Hernandez Castillo",,,,,,,,,,,
frenzy,1972,,,,,,,,,,,,,,92.0,75.0,"Drama,Thriller",Alfred Hitchcock,116.0
full metal jacket,1987,8.125,10758.0,117.0,"Drama, War",A pragmatic U.S. Marine observes the dehumanizing effects the U.S.-Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,Stanley Kubrick,"Matthew Modine, Adam Baldwin, Vincent D'Onofrio, R. Lee Ermey, Dorian Harewood",,,,,,,,,,,
funny girl,1968,,,,,,,,,,,,,,88.0,76.0,"Biography,Comedy,Drama,Musical,Romance",William Wyler,151.0
gabriel's inferno,2020,8.4,2419.0,122.0,"Romance, Drama","An intriguing and sinful exploration of seduction, forbidden love, and redemption, Gabriel's Inferno is a captivating and wildly passionate tale of one man's escape from his own personal hell as he tries to earn the impossible--forgiveness and love.",Tosca Musk,"Melanie Zanetti, Giulio Berruti, Kurt McKinney, Agnes Albright, Margaux Brooke",,,,,,,,,,,
gabriel's inferno: part ii,2020,8.4,1521.0,106.0,"Romance, Drama","Professor Gabriel Emerson finally learns the truth about Julia Mitchell's identity, but his realization comes a moment too late. Julia is done waiting for the well-respected Dante specialist to remember her and wants nothing more to do with him. Can Gabriel win back her heart before she finds love in another's arms?",Tosca Musk,"Melanie Zanetti, Giulio Berruti, James Andrew Fraser, Margaux Brooke, Agnes Albright",,,,,,,,,,,
gabriel's inferno: part iii,2020,8.376,1058.0,102.0,"Romance, Drama",The final part of the film adaption of the erotic romance novel Gabriel's Inferno written by an anonymous Canadian author under the pen name Sylvain Reynard.,Tosca Musk,"Melanie Zanetti, Giulio Berruti, Rhett Wellington Ramirez, James Andrew Fraser, Margaux Brooke",,,,,,,,,,,
gangs of wasseypur,2015,,,,,,,,,,,,,,89.0,86.0,"Action,Comedy,Crime,Drama,Thriller",Anurag Kashyap,321.0
gavagai,2018,,,,,,,,,,,,,,91.0,74.0,Drama,Rob Tregenza,90.0
gentlemen prefer blondes,1953,,,,,,,,98.0,83.0,"comedy, musical",Howard Hawks,1h 31m,http://www.rottentomatoes.com/m/gentlemen_prefer_blondes,,,,,
gentlemen prefer blondes,1953,,,,,,,,98.0,83.0,"comedy, musical",Howard Hawks,1h 31m,http://www.rottentomatoes.com/m/gentlemen_prefer_blondes,,,,,
gentlemen prefer blondes,1953,,,,,,,,98.0,83.0,"comedy, musical",Howard Hawks,1h 31m,http://www.rottentomatoes.com/m/gentlemen_prefer_blondes,,,,,
gentlemen prefer blondes,1953,,,,,,,,98.0,83.0,"comedy, musical",Howard Hawks,1h 31m,http://www.rottentomatoes.com/m/gentlemen_prefer_blondes,,,,,
get out,2017,,,,,,,,98.0,86.0,"mystery and thriller, comedy, horror",Jordan Peele,1h 44m,http://www.rottentomatoes.com/m/get_out,,,,,
get out,2017,,,,,,,,98.0,86.0,"mystery and thriller, comedy, horror",Jordan Peele,1h 44m,http://www.rottentomatoes.com/m/get_out,,,,,
gett: the trial of viviane amsalem,2014,,,,,,,,100.0,81.0,drama,"Ronit Elkabetz, Shlomi Elkabetz",1h 55m,http://www.rottentomatoes.com/m/gett_the_trial_of_viviane_amsalem,,,,,
gett: the trial of viviane amsalem,2015,,,,,,,,,,,,,,90.0,73.0,Drama,"Ronit Elkabetz,Shlomi Elkabetz",115.0
ghost in the shell,1995,7.924,3497.0,83.0,"Action, Animation, Science Fiction","In the year 2029, the barriers of our world have been broken down by the net and by cybernetics, but this brings new vulnerability to humans in the form of brain-hacking. When a highly-wanted hacker known as 'The Puppetmaster' begins involving them in politics, Section 9, a group of cybernetically enhanced cops, are called in to investigate and stop the Puppetmaster.",Mamoru Oshii,"Atsuko Tanaka, Akio Otsuka, Iemasa Kayumi, Koichi Yamadera, Yutaka Nakano",,,,,,,,,,,
ghost world,2001,,,,,,,,,,,,,,90.0,76.0,"Comedy,Drama",Terry Zwigoff,111.0
gifted,2017,8.009,5637.0,101.0,"Drama, Comedy","Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother.",Marc Webb,"Chris Evans, Mckenna Grace, Lindsay Duncan, Jenny Slate, Octavia Spencer",,,,,,,,,,,
given,2020,8.28,398.0,60.0,"Animation, Drama, Music, Romance","Haruki secretly had feelings for Akihiko for years, but Akihiko was still in a relationship with his roommate, the violinist Ugetsu Murata. Haruki, Akihiko, and Ugetsu's love clashes and starts to move forward.",Hikaru Yamaguchi,"Takuya Eguchi, Masatomo Nakazawa, Shogo Yano, Yuma Uchida, Shintaro Asanuma",,,,,,,,,,,
gladiator,2000,8.218,19572.0,155.0,"Action, Drama, Adventure","After the death of Emperor Marcus Aurelius, his devious son takes power and demotes Maximus, one of Rome's most capable generals who Marcus preferred. Eventually, Maximus is forced to become a gladiator and battle to the death against other men for the amusement of paying audiences.",Ridley Scott,"Russell Crowe, Joaquin Phoenix, Connie Nielsen, Oliver Reed, Richard Harris",,,,,,,,,,,
gloria,2013,,,,,,,,99.0,65.0,"drama, romance",Sebastián Lelio,1h 49m,http://www.rottentomatoes.com/m/gloria_2012,,,,,
god's own country,2017,,,,,,,,98.0,87.0,"gay and lesbian, drama, romance",Francis Lee,1h 44m,http://www.rottentomatoes.com/m/gods_own_country_2017,,,,,
god's own country,2017,,,,,,,,98.0,87.0,"gay and lesbian, drama, romance",Francis Lee,1h 44m,http://www.rottentomatoes.com/m/gods_own_country_2017,,,,,
goldfinger,1964,,,,,,,,99.0,89.0,action,Guy Hamilton,1h 52m,http://www.rottentomatoes.com/m/goldfinger,,,,,
goldfinger,1964,,,,,,,,99.0,89.0,action,Guy Hamilton,1h 52m,http://www.rottentomatoes.com/m/goldfinger,,,,,
goldfinger,1964,,,,,,,,99.0,89.0,action,Guy Hamilton,1h 52m,http://www.rottentomatoes.com/m/goldfinger,,,,,
gone girl,2014,7.89,18950.0,149.0,"Mystery, Thriller, Drama","With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",David Fincher,"Ben Affleck, Rosamund Pike, Neil Patrick Harris, Tyler Perry, Carrie Coon",,,,,,,,,,,
gone with the wind,1939,7.934,4109.0,233.0,"Drama, War, Romance",The spoiled daughter of a Georgia plantation owner conducts a tumultuous romance with a cynical profiteer during the American Civil War and Reconstruction Era.,Victor Fleming,"Vivien Leigh, Clark Gable, Olivia de Havilland, Leslie Howard, Hattie McDaniel",,,,,,,,,,,
gone with the wind,1940,,,,,,,,,,,,,,97.0,82.0,"Drama,Romance,War",Victor Fleming,238.0
good will hunting,1997,8.158,12726.0,127.0,Drama,"Headstrong yet aimless, Will Hunting has a genius-level IQ but chooses to work as a janitor at MIT. When he secretly solves highly difficult graduate-level math problems, his talents are discovered by Professor Gerald Lambeau, who decides to help the misguided youth reach his potential. When Will is arrested for attacking a police officer, Professor Lambeau makes a deal to get leniency for him if he gets court-ordered therapy. Eventually, therapist Dr. Sean Maguire helps Will confront the demons that are holding him back.",Gus Van Sant,"Matt Damon, Robin Williams, Ben Affleck, Stellan Skarsgård, Minnie Driver",,,,,,,,,,,
goodbye solo,2009,,,,,,,,,,,,,,89.0,70.0,Drama,Ramin Bahrani,91.0
goodfellas,1990,8.456,13287.0,145.0,"Drama, Crime","The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.",Martin Scorsese,"Robert De Niro, Ray Liotta, Joe Pesci, Lorraine Bracco, Paul Sorvino",,,,,,,92.0,90.0,"Biography,Crime,Drama",Martin Scorsese,146.0
gosford park,2001,,,,,,,,,,,,,,90.0,73.0,"Comedy,Drama,Mystery",Robert Altman,137.0
gran torino,2008,7.989,10888.0,116.0,Drama,"Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, Thao Lor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.",Clint Eastwood,"Clint Eastwood, Christopher Carley, Bee Vang, Ahney Her, Brian Haley",,,,,,,,,,,
grave of the fireflies,1988,8.5,5842.0,89.0,"Animation, Drama, War","In the final months of World War II, 14-year-old Seita and his sister Setsuko are orphaned when their mother is killed during an air raid in Kobe, Japan. After a falling out with their aunt, they move into an abandoned bomb shelter. With no surviving relatives and their emergency rations depleted, Seita and Setsuko struggle to survive.",Isao Takahata,"Tsutomu Tatsumi, Ayano Shiraishi, Yoshiko Shinohara, Akemi Yamaguchi, Masayo Sakai",100.0,95.0,"drama, war, anime",Isao Takahata,1h 28m,http://www.rottentomatoes.com/m/grave_of_the_fireflies,,,,,
grave of the fireflies,1988,8.5,5842.0,89.0,"Animation, Drama, War","In the final months of World War II, 14-year-old Seita and his sister Setsuko are orphaned when their mother is killed during an air raid in Kobe, Japan. After a falling out with their aunt, they move into an abandoned bomb shelter. With no surviving relatives and their emergency rations depleted, Seita and Setsuko struggle to survive.",Isao Takahata,"Tsutomu Tatsumi, Ayano Shiraishi, Yoshiko Shinohara, Akemi Yamaguchi, Masayo Sakai",100.0,95.0,"drama, war, anime",Isao Takahata,1h 28m,http://www.rottentomatoes.com/m/grave_of_the_fireflies,,,,,
grave of the fireflies (1988),1989,,,,,,,,,,,,,,94.0,89.0,"Animation,Drama,War",Isao Takahata,89.0
gravity,2013,,,,,,,,,,,,,,96.0,77.0,"Drama,Sci-Fi,Thriller",Alfonso Cuarón,91.0
great expectations,1947,,,,,,,,,,,,,,90.0,70.0,"Adventure,Drama,Mystery,Romance",David Lean,118.0
great freedom,2022,,,,,,,,,,,,,,89.0,63.0,Drama,Sebastian Meise,116.0
green book,2018,8.234,11937.0,130.0,"Drama, History","Tony Lip, a bouncer in 1962, is hired to drive pianist Don Shirley on a tour through the Deep South in the days when African Americans, forced to find alternate accommodations and services due to segregation laws below the Mason-Dixon Line, relied on a guide called The Negro Motorist Green Book.",Peter Farrelly,"Viggo Mortensen, Mahershala Ali, Linda Cardellini, Sebastian Maniscalco, Dimiter D. Marinov",,,,,,,,,,,
green border,2024,,,,,,,,,,,,,,90.0,65.0,Drama,Agnieszka Holland,147.0
green snake,2021,8.105,320.0,131.0,"Animation, Fantasy, Action, Adventure","While trying to free her sister from Fahai's clutches, Xiao Qing winds up in a dystopian city and meets a mysterious man who can't recall his past life.",Amp Wong,"Tang Xiaoxi, Zhang Fuzheng, Wei Chao, Zhao Mingzhou, Zheng Xiaopu",,,,,,,,,,,
guardians of the galaxy,2014,7.9,28436.0,121.0,"Action, Science Fiction, Adventure","Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.",James Gunn,"Chris Pratt, Zoe Saldaña, Dave Bautista, Vin Diesel, Bradley Cooper",,,,,,,,,,,
guardians of the galaxy vol. 3,2023,7.9,7264.0,150.0,"Science Fiction, Adventure, Action, Comedy","Peter Quill, still reeling from the loss of Gamora, must rally his team around him to defend the universe along with protecting one of their own. A mission that, if not completed successfully, could quite possibly lead to the end of the Guardians as we know them.",James Gunn,"Chris Pratt, Zoe Saldaña, Dave Bautista, Karen Gillan, Pom Klementieff",,,,,,,,,,,
guillermo del toro's pinocchio,2022,8.061,3030.0,117.0,"Animation, Fantasy, Drama, Adventure, Family, Music","During the rise of fascism in Mussolini's Italy, a wooden boy brought magically to life struggles to live up to his father's expectations.",Mark Gustafson,"Ewan McGregor, David Bradley, Gregory Mann, Burn Gorman, Ron Perlman",,,,,,,,,,,
